gene_symbol	ensembl_id	chrom	tss	strand	biotype	start	end
ZNF74	ENSG00000185252	chr22	20394115	+	protein_coding	20394115	20408461
THAP7	ENSG00000184436	chr22	21002196	-	protein_coding	20999104	21002196
HIC2	ENSG00000169635	chr22	21416504	+	protein_coding	21416504	21451463
ZNF280B	ENSG00000275004	chr22	22508742	-	protein_coding	22484421	22508742
ZNF280A	ENSG00000169548	chr22	22520270	-	protein_coding	22513736	22520270
ZNF70	ENSG00000187792	chr22	23751730	-	protein_coding	23738682	23751730
XBP1	ENSG00000100219	chr22	28800597	-	protein_coding	28794555	28800597
PATZ1	ENSG00000100105	chr22	31346605	-	protein_coding	31325804	31346605
ISX	ENSG00000175329	chr22	35066136	+	protein_coding	35066136	35087392
SOX10	ENSG00000100146	chr22	37987422	-	protein_coding	37970686	37987422
MAFF	ENSG00000185022	chr22	38200767	+	protein_coding	38200767	38216511
ATF4	ENSG00000128272	chr22	39519695	+	protein_coding	39519695	39522690
TEF	ENSG00000167074	chr22	41367333	+	protein_coding	41367333	41399326
SREBF2	ENSG00000198911	chr22	41833099	+	protein_coding	41833099	41907308
TCF20	ENSG00000100207	chr22	42343616	-	protein_coding	42160013	42343616
PPARA	ENSG00000186951	chr22	46149924	+	protein_coding	46149924	46243755
ZBED4	ENSG00000100426	chr22	49853827	+	protein_coding	49853827	49897383
BHLHE40	ENSG00000134107	chr3	4978715	+	protein_coding	4978715	4985323
PPARG	ENSG00000132170	chr3	12287368	+	protein_coding	12287368	12434574
NR2C2	ENSG00000177463	chr3	14947544	+	protein_coding	14947544	15053600
RBSN	ENSG00000131381	chr3	15099163	-	protein_coding	15068571	15099163
SATB1	ENSG00000182568	chr3	18445621	-	protein_coding	18345377	18445621
ZNF385D	ENSG00000151789	chr3	22373321	-	protein_coding	21412218	22373321
NR1D2	ENSG00000174738	chr3	23945286	+	protein_coding	23945286	23980637
THRB	ENSG00000151090	chr3	24495756	-	protein_coding	24117153	24495756
RARB	ENSG00000077092	chr3	24687887	+	protein_coding	24687887	25597932
EOMES	ENSG00000163508	chr3	27722711	-	protein_coding	27715949	27722711
ZNF860	ENSG00000197385	chr3	31981722	+	protein_coding	31981722	31991723
UBP1	ENSG00000153560	chr3	33441407	-	protein_coding	33388336	33441407
CSRNP1	ENSG00000144655	chr3	39154852	-	protein_coding	39141854	39154852
ZNF619	ENSG00000177873	chr3	40477113	+	protein_coding	40477113	40491053
ZNF620	ENSG00000177842	chr3	40477131	+	protein_coding	40477131	40518736
ZNF621	ENSG00000172888	chr3	40524878	+	protein_coding	40524878	40574685
ZBTB47	ENSG00000114853	chr3	42652900	+	protein_coding	42652900	42667580
ZNF662	ENSG00000182983	chr3	42905941	+	protein_coding	42905941	42919334
ZNF445	ENSG00000185219	chr3	44477693	-	protein_coding	44431705	44477693
ZNF852	ENSG00000178917	chr3	44510636	-	protein_coding	44491766	44510636
ZKSCAN7	ENSG00000196345	chr3	44555193	+	protein_coding	44555193	44594173
ZNF660	ENSG00000144792	chr3	44578223	+	protein_coding	44578223	44599694
ZNF197	ENSG00000186448	chr3	44584888	+	protein_coding	44584888	44648471
ZNF35	ENSG00000169981	chr3	44648732	+	protein_coding	44648732	44660791
ZNF502	ENSG00000196653	chr3	44712640	+	protein_coding	44712640	44723831
ZNF501	ENSG00000186446	chr3	44729593	+	protein_coding	44729593	44737936
LTF	ENSG00000012223	chr3	46485234	-	protein_coding	46435645	46485234
ZNF589	ENSG00000164048	chr3	48241100	+	protein_coding	48241100	48299253
HESX1	ENSG00000163666	chr3	57227606	-	protein_coding	57197838	57227606
FEZF2	ENSG00000153266	chr3	62374473	-	protein_coding	62369681	62374473
TMF1	ENSG00000144747	chr3	69052339	-	protein_coding	69019827	69052339
MITF	ENSG00000187098	chr3	69738536	+	protein_coding	69738536	69968336
FOXP1	ENSG00000114861	chr3	71584009	-	protein_coding	70954693	71584009
ZNF717	ENSG00000227124	chr3	75785591	-	protein_coding	75678660	75785591
POU1F1	ENSG00000064835	chr3	87276584	-	protein_coding	87259404	87276584
ZNF654	ENSG00000175105	chr3	88058723	+	protein_coding	88058723	88144662
CGGBP1	ENSG00000163320	chr3	88149885	-	protein_coding	88051944	88149885
ZBTB11	ENSG00000066422	chr3	101677135	-	protein_coding	101648889	101677135
BBX	ENSG00000114439	chr3	107522936	+	protein_coding	107522936	107811339
ZBED2	ENSG00000177494	chr3	111595346	-	protein_coding	111592900	111595346
USF3	ENSG00000176542	chr3	113696646	-	protein_coding	113648385	113696646
ZNF80	ENSG00000174255	chr3	114237578	-	protein_coding	114234631	114237578
ZBTB20	ENSG00000181722	chr3	115147356	-	protein_coding	114314500	115147356
NR1I2	ENSG00000144852	chr3	119780484	+	protein_coding	119780484	119818487
ARGFX	ENSG00000186103	chr3	121567949	+	protein_coding	121567949	121590622
ZNF148	ENSG00000163848	chr3	125375842	-	protein_coding	125225669	125375842
KLF15	ENSG00000163884	chr3	126357458	-	protein_coding	126342635	126357458
ZXDC	ENSG00000070476	chr3	126475993	-	protein_coding	126437601	126475993
GATA2	ENSG00000179348	chr3	128493208	-	protein_coding	128479423	128493208
MBD4	ENSG00000129071	chr3	129440543	-	protein_coding	129430947	129440543
SOX14	ENSG00000168875	chr3	137764315	+	protein_coding	137764315	137766334
FOXL2	ENSG00000183770	chr3	138947137	-	protein_coding	138944224	138947137
ZBTB38	ENSG00000177311	chr3	141324154	+	protein_coding	141324154	141449792
TFDP2	ENSG00000114126	chr3	142149544	-	protein_coding	141944428	142149544
PLSCR1	ENSG00000188313	chr3	146544862	-	protein_coding	146511858	146544862
ZIC1	ENSG00000152977	chr3	147393422	+	protein_coding	147393422	147510293
ZIC4	ENSG00000174963	chr3	147406809	-	protein_coding	147386046	147406809
SHOX2	ENSG00000168779	chr3	158106420	-	protein_coding	158095905	158106420
MECOM	ENSG00000085276	chr3	169663775	-	protein_coding	169083499	169663775
MYNN	ENSG00000085274	chr3	169773377	+	protein_coding	169773377	169789716
SKIL	ENSG00000136603	chr3	170357287	+	protein_coding	170357287	170396835
ZNF639	ENSG00000121864	chr3	179323031	+	protein_coding	179323031	179338583
SOX2	ENSG00000181449	chr3	181711925	+	protein_coding	181711925	181714436
ETV5	ENSG00000244405	chr3	186110318	-	protein_coding	186046314	186110318
BCL6	ENSG00000113916	chr3	187745725	-	protein_coding	187721377	187745725
TP63	ENSG00000073282	chr3	189631389	+	protein_coding	189631389	189897276
HES1	ENSG00000114315	chr3	194136142	+	protein_coding	194136142	194138732
ZNF595	ENSG00000272602	chr4	53286	+	protein_coding	53286	88208
ZNF718	ENSG00000250312	chr4	124501	+	protein_coding	124501	202303
ZNF732	ENSG00000186777	chr4	305474	-	protein_coding	270675	305474
ZNF141	ENSG00000131127	chr4	337800	+	protein_coding	337800	384868
ZNF721	ENSG00000182903	chr4	499156	-	protein_coding	425815	499156
NKX1-1	ENSG00000235608	chr4	1406442	-	protein_coding	1402932	1406442
MXD4	ENSG00000123933	chr4	2262115	-	protein_coding	2247432	2262115
MSANTD1	ENSG00000188981	chr4	3244369	+	protein_coding	3244369	3271738
ZBTB49	ENSG00000168826	chr4	4290238	+	protein_coding	4290238	4321786
MSX1	ENSG00000163132	chr4	4859665	+	protein_coding	4859665	4863936
HMX1	ENSG00000215612	chr4	8871839	-	protein_coding	8846076	8871839
ZNF518B	ENSG00000178163	chr4	10461381	-	protein_coding	10439873	10461381
NKX3-2	ENSG00000109705	chr4	13544508	-	protein_coding	13540830	13544508
FAM200B	ENSG00000237765	chr4	15681506	+	protein_coding	15681506	15690447
LCORL	ENSG00000178177	chr4	18021993	-	protein_coding	17841187	18021993
RBPJ	ENSG00000168214	chr4	26163455	+	protein_coding	26163455	26435131
KLF3	ENSG00000109787	chr4	38664032	+	protein_coding	38664032	38701517
PHOX2B	ENSG00000109132	chr4	41748725	-	protein_coding	41744082	41748725
NFXL1	ENSG00000170448	chr4	47914667	-	protein_coding	47847233	47914667
GSX2	ENSG00000180613	chr4	54099523	+	protein_coding	54099523	54102498
CLOCK	ENSG00000134852	chr4	55547491	-	protein_coding	55427903	55547491
REST	ENSG00000084093	chr4	56907876	+	protein_coding	56907876	56966808
THAP6	ENSG00000174796	chr4	75513946	+	protein_coding	75513946	75550473
PRDM8	ENSG00000152784	chr4	80183879	+	protein_coding	80183879	80204329
THAP9	ENSG00000168152	chr4	82900684	+	protein_coding	82900684	82919969
LIN54	ENSG00000189308	chr4	83012983	-	protein_coding	82909973	83012983
NKX6-1	ENSG00000163623	chr4	84499292	-	protein_coding	84491985	84499292
TIGD2	ENSG00000180346	chr4	89111533	+	protein_coding	89111533	89114901
ATOH1	ENSG00000172238	chr4	93828753	+	protein_coding	93828753	93830964
NFKB1	ENSG00000109320	chr4	102500937	+	protein_coding	102500937	102617302
CXXC4	ENSG00000168772	chr4	104494901	-	protein_coding	104468308	104494901
TET2	ENSG00000168769	chr4	105145875	+	protein_coding	105145875	105279816
LEF1	ENSG00000138795	chr4	108168956	-	protein_coding	108047545	108168956
PITX2	ENSG00000164093	chr4	110642123	-	protein_coding	110617423	110642123
NEUROG2	ENSG00000178403	chr4	112516180	-	protein_coding	112513516	112516180
PRDM5	ENSG00000138738	chr4	120923089	-	protein_coding	120684919	120923089
ELF2	ENSG00000109381	chr4	139177224	-	protein_coding	139028112	139177224
SMAD1	ENSG00000170365	chr4	145480769	+	protein_coding	145480769	145559176
ZNF827	ENSG00000151612	chr4	145938823	-	protein_coding	145757627	145938823
POU4F2	ENSG00000151615	chr4	146638893	+	protein_coding	146638893	146642474
NR3C2	ENSG00000151623	chr4	148445549	-	protein_coding	148078762	148445549
TIGD4	ENSG00000169989	chr4	152779732	-	protein_coding	152768155	152779732
HAND2	ENSG00000164107	chr4	173530229	-	protein_coding	173524969	173530229
IRF2	ENSG00000168310	chr4	184474558	-	protein_coding	184385702	184474558
HELT	ENSG00000187821	chr4	185018490	+	protein_coding	185018490	185020953
ZFP42	ENSG00000179059	chr4	187994044	+	protein_coding	187994044	188007005
DUX4	ENSG00000260596	chr4	190173774	+	protein_coding	190173774	190185942
AHRR	ENSG00000063438	chr5	320682	+	protein_coding	320682	438291
IRX4	ENSG00000113430	chr5	1887381	-	protein_coding	1877413	1887381
IRX2	ENSG00000170561	chr5	2751677	-	protein_coding	2741794	2751677
IRX1	ENSG00000170549	chr5	3595832	+	protein_coding	3595832	3601403
PRDM9	ENSG00000164256	chr5	23443586	+	protein_coding	23443586	23528093
ZNF131	ENSG00000172262	chr5	43065176	+	protein_coding	43065176	43192021
ISL1	ENSG00000016082	chr5	51383443	+	protein_coding	51383443	51394730
GPBP1	ENSG00000062194	chr5	57173821	+	protein_coding	57173821	57265668
ZNF366	ENSG00000178175	chr5	72507410	-	protein_coding	72439903	72507410
FOXD1	ENSG00000251493	chr5	73448777	-	protein_coding	73444827	73448777
ZBED3	ENSG00000132846	chr5	77087353	-	protein_coding	77072072	77087353
OTP	ENSG00000171540	chr5	77638713	-	protein_coding	77628712	77638713
SPZ1	ENSG00000164299	chr5	80319625	+	protein_coding	80319625	80321842
MEF2C	ENSG00000081189	chr5	88904257	-	protein_coding	88717117	88904257
NR2F1	ENSG00000175745	chr5	93583222	+	protein_coding	93583222	93594611
POU5F2	ENSG00000248483	chr5	93741600	-	protein_coding	93733220	93741600
FAM170A	ENSG00000164334	chr5	119629558	+	protein_coding	119629558	119635822
ZNF474	ENSG00000164185	chr5	122129546	+	protein_coding	122129546	122182658
PRDM6	ENSG00000061455	chr5	123089241	+	protein_coding	123089241	123194266
ZNF608	ENSG00000168916	chr5	124748807	-	protein_coding	124636913	124748807
IRF1	ENSG00000125347	chr5	132508719	-	protein_coding	132440440	132508719
TCF7	ENSG00000081059	chr5	134114681	+	protein_coding	134114681	134151865
PITX1	ENSG00000069011	chr5	135034813	-	protein_coding	135027734	135034813
NEUROG1	ENSG00000181965	chr5	135535964	-	protein_coding	135534282	135535964
SMAD5	ENSG00000113658	chr5	136132845	+	protein_coding	136132845	136188747
EGR1	ENSG00000120738	chr5	138465479	+	protein_coding	138465479	138469303
CXXC5	ENSG00000171604	chr5	139646375	+	protein_coding	139646375	139683882
PURA	ENSG00000185129	chr5	140107777	+	protein_coding	140107777	140125619
NR3C1	ENSG00000113580	chr5	143435512	-	protein_coding	143277931	143435512
POU4F3	ENSG00000091010	chr5	146338648	+	protein_coding	146338648	146341728
TIGD6	ENSG00000164296	chr5	150000654	-	protein_coding	149993118	150000654
CDX1	ENSG00000113722	chr5	150166778	+	protein_coding	150166778	150184558
ZNF300	ENSG00000145908	chr5	150904983	-	protein_coding	150894392	150904983
HAND1	ENSG00000113196	chr5	154478356	-	protein_coding	154474969	154478356
SOX30	ENSG00000039600	chr5	157671480	-	protein_coding	157625679	157671480
EBF1	ENSG00000164330	chr5	159099951	-	protein_coding	158695920	159099951
FOXI1	ENSG00000168269	chr5	170105897	+	protein_coding	170105897	170109734
TLX3	ENSG00000164438	chr5	171309248	+	protein_coding	171309248	171312139
NKX2-5	ENSG00000183072	chr5	173235311	-	protein_coding	173232109	173235311
MSX2	ENSG00000120149	chr5	174724582	+	protein_coding	174724582	174730896
ZNF346	ENSG00000113761	chr5	177022696	+	protein_coding	177022696	177081201
MXD3	ENSG00000213347	chr5	177312757	-	protein_coding	177301461	177312757
PROP1	ENSG00000175325	chr5	177996242	-	protein_coding	177992235	177996242
ZNF354A	ENSG00000169131	chr5	178732381	-	protein_coding	178711512	178732381
ZNF354B	ENSG00000178338	chr5	178859953	+	protein_coding	178859953	178888122
ZFP2	ENSG00000198939	chr5	178895889	+	protein_coding	178895889	178933415
ZNF454	ENSG00000178187	chr5	178940827	+	protein_coding	178940827	178966648
ZNF879	ENSG00000234284	chr5	179023804	+	protein_coding	179023804	179035064
ZNF354C	ENSG00000177932	chr5	179060361	+	protein_coding	179060361	179083977
ZFP62	ENSG00000196670	chr5	180861285	-	protein_coding	180847611	180861285
IRF4	ENSG00000137265	chr6	391739	+	protein_coding	391739	411443
FOXQ1	ENSG00000164379	chr6	1312098	+	protein_coding	1312098	1314758
FOXF2	ENSG00000137273	chr6	1389576	+	protein_coding	1389576	1395603
FOXC1	ENSG00000054598	chr6	1609915	+	protein_coding	1609915	1613897
RREB1	ENSG00000124782	chr6	7107418	+	protein_coding	7107418	7251982
TFAP2A	ENSG00000137203	chr6	10419659	-	protein_coding	10393186	10419659
GCM2	ENSG00000124827	chr6	10882041	-	protein_coding	10873223	10882041
HIVEP1	ENSG00000095951	chr6	12008762	+	protein_coding	12008762	12164999
E2F3	ENSG00000112242	chr6	20401847	+	protein_coding	20401847	20493714
SOX4	ENSG00000124766	chr6	21593751	+	protein_coding	21593751	21598619
ZNF322	ENSG00000181315	chr6	26659759	-	protein_coding	26634383	26659759
ZNF391	ENSG00000124613	chr6	27374615	+	protein_coding	27374615	27405026
ZNF184	ENSG00000096654	chr6	27473141	-	protein_coding	27450743	27473141
ZNF165	ENSG00000197279	chr6	28080568	+	protein_coding	28080568	28089563
ZSCAN16	ENSG00000196812	chr6	28107689	+	protein_coding	28107689	28130082
ZKSCAN8	ENSG00000198315	chr6	28141732	+	protein_coding	28141732	28159461
ZSCAN9	ENSG00000137185	chr6	28224886	+	protein_coding	28224886	28233487
ZKSCAN4	ENSG00000187626	chr6	28252924	-	protein_coding	28241697	28252924
ZSCAN26	ENSG00000197062	chr6	28267058	+	protein_coding	28267058	28278224
ZKSCAN3	ENSG00000189298	chr6	28349911	+	protein_coding	28349911	28369172
ZSCAN31	ENSG00000235109	chr6	28356271	-	protein_coding	28324693	28356271
ZSCAN12	ENSG00000158691	chr6	28399747	-	protein_coding	28378821	28399747
ZSCAN23	ENSG00000187987	chr6	28443502	-	protein_coding	28425321	28443502
ZNF311	ENSG00000197935	chr6	29005648	-	protein_coding	28994040	29005648
ZFP57	ENSG00000204644	chr6	29681155	-	protein_coding	29672483	29681155
POU5F1	ENSG00000204531	chr6	31180731	-	protein_coding	31164337	31180731
ZBTB12	ENSG00000204366	chr6	31902086	-	protein_coding	31899613	31902086
ATF6B	ENSG00000213676	chr6	32128253	-	protein_coding	32115264	32128253
PBX2	ENSG00000204304	chr6	32190202	-	protein_coding	32184733	32190202
RXRB	ENSG00000204231	chr6	33200666	-	protein_coding	33193588	33200666
ZBTB22	ENSG00000236104	chr6	33318021	-	protein_coding	33314406	33318021
PHF1	ENSG00000112511	chr6	33410382	+	protein_coding	33410382	33416453
ZBTB9	ENSG00000213588	chr6	33453970	+	protein_coding	33453970	33457544
HMGA1	ENSG00000137309	chr6	34235618	+	protein_coding	34235618	34246236
SPDEF	ENSG00000124664	chr6	34556333	-	protein_coding	34537796	34556333
ZNF76	ENSG00000065029	chr6	35258909	+	protein_coding	35258909	35295985
PPARD	ENSG00000112033	chr6	35342530	+	protein_coding	35342530	35428193
TEAD3	ENSG00000007866	chr6	35497079	-	protein_coding	35473597	35497079
ETV7	ENSG00000010030	chr6	36387800	-	protein_coding	36354091	36387800
NFYA	ENSG00000001167	chr6	41072946	+	protein_coding	41072946	41102403
FOXP4	ENSG00000137166	chr6	41546363	+	protein_coding	41546363	41602384
TFEB	ENSG00000112561	chr6	41736259	-	protein_coding	41683978	41736259
TRERF1	ENSG00000124496	chr6	42452224	-	protein_coding	42224931	42452224
SRF	ENSG00000112658	chr6	43171269	+	protein_coding	43171269	43181506
ZNF318	ENSG00000171467	chr6	43369647	-	protein_coding	43307134	43369647
CDC5L	ENSG00000096401	chr6	44387565	+	protein_coding	44387565	44450425
RUNX2	ENSG00000124813	chr6	45328157	+	protein_coding	45328157	45664349
TFAP2D	ENSG00000008197	chr6	50713526	+	protein_coding	50713526	50773033
TFAP2B	ENSG00000008196	chr6	50818723	+	protein_coding	50818723	50847619
GCM1	ENSG00000137270	chr6	53148841	-	protein_coding	53126961	53148841
ZNF451	ENSG00000112200	chr6	57086844	+	protein_coding	57086844	57170305
HMGN3	ENSG00000118418	chr6	79234862	-	protein_coding	79200929	79234862
TBX18	ENSG00000112837	chr6	84764598	-	protein_coding	84687351	84764598
ZNF292	ENSG00000188994	chr6	87151803	+	protein_coding	87151803	87265943
BACH2	ENSG00000112182	chr6	90296923	-	protein_coding	89926528	90296923
POU3F2	ENSG00000184486	chr6	98834574	+	protein_coding	98834574	98839458
PRDM13	ENSG00000112238	chr6	99606774	+	protein_coding	99606774	99615578
SIM1	ENSG00000112246	chr6	100464935	-	protein_coding	100385009	100464935
LIN28B	ENSG00000187772	chr6	104936616	+	protein_coding	104936616	105083332
PRDM1	ENSG00000057657	chr6	105993463	+	protein_coding	105993463	106109939
SCML4	ENSG00000146285	chr6	107824317	-	protein_coding	107702154	107824317
NR2E1	ENSG00000112333	chr6	108166022	+	protein_coding	108166022	108188805
FOXO3	ENSG00000118689	chr6	108559652	+	protein_coding	108559652	108684774
ZBTB24	ENSG00000112365	chr6	109483239	-	protein_coding	109460632	109483239
RFX6	ENSG00000185002	chr6	116877212	+	protein_coding	116877212	116932161
HSF2	ENSG00000025156	chr6	122399551	+	protein_coding	122399551	122433119
HEY2	ENSG00000135547	chr6	125747664	+	protein_coding	125747664	125761269
L3MBTL3	ENSG00000198945	chr6	130013699	+	protein_coding	130013699	130141449
TCF21	ENSG00000118526	chr6	133889113	+	protein_coding	133889113	133895553
TBPL1	ENSG00000028839	chr6	133952170	+	protein_coding	133952170	133990432
MYB	ENSG00000118513	chr6	135181308	+	protein_coding	135181308	135219173
OLIG3	ENSG00000177468	chr6	137494394	-	protein_coding	137492199	137494394
HIVEP2	ENSG00000010818	chr6	142956698	-	protein_coding	142751467	142956698
PLAGL1	ENSG00000118495	chr6	144064714	-	protein_coding	143940300	144064714
ZBTB2	ENSG00000181472	chr6	151391696	-	protein_coding	151364105	151391696
ESR1	ENSG00000091831	chr6	151651284	+	protein_coding	151651284	152129619
TBP	ENSG00000112592	chr6	170554302	+	protein_coding	170554302	170572870
UNCX	ENSG00000164853	chr7	1232872	+	protein_coding	1232872	1237326
MAFK	ENSG00000198517	chr7	1530702	+	protein_coding	1530702	1543049
FOXK1	ENSG00000164916	chr7	4682295	+	protein_coding	4682295	4771442
RBAK	ENSG00000146587	chr7	5045821	+	protein_coding	5045821	5069491
ZNF853	ENSG00000236609	chr7	6615348	+	protein_coding	6615348	6624290
ZNF316	ENSG00000205903	chr7	6637298	+	protein_coding	6637298	6658279
ZNF12	ENSG00000164631	chr7	6706947	-	protein_coding	6688433	6706947
ETV1	ENSG00000006468	chr7	13991425	-	protein_coding	13891229	13991425
MEOX2	ENSG00000106511	chr7	15686818	-	protein_coding	15611211	15686818
AHR	ENSG00000106546	chr7	16916359	+	protein_coding	16916359	17346152
TWIST1	ENSG00000122691	chr7	19117636	-	protein_coding	19020991	19117636
FERD3L	ENSG00000146618	chr7	19145421	-	protein_coding	19144782	19145421
SP8	ENSG00000164651	chr7	20786886	-	protein_coding	20782279	20786886
SP4	ENSG00000105866	chr7	21428043	+	protein_coding	21428043	21514822
NFE2L3	ENSG00000050344	chr7	26152190	+	protein_coding	26152190	26187137
HOXA1	ENSG00000105991	chr7	27096000	-	protein_coding	27092993	27096000
HOXA2	ENSG00000105996	chr7	27102686	-	protein_coding	27100354	27102686
HOXA4	ENSG00000197576	chr7	27130780	-	protein_coding	27128507	27130780
HOXA5	ENSG00000106004	chr7	27143681	-	protein_coding	27141052	27143681
HOXA6	ENSG00000106006	chr7	27150603	-	protein_coding	27145396	27150603
HOXA3	ENSG00000105997	chr7	27152610	-	protein_coding	27106184	27152610
HOXA7	ENSG00000122592	chr7	27157936	-	protein_coding	27153716	27157936
HOXA9	ENSG00000078399	chr7	27175180	-	protein_coding	27162438	27175180
HOXA10	ENSG00000253293	chr7	27180261	-	protein_coding	27170605	27180261
HOXA11	ENSG00000005073	chr7	27185232	-	protein_coding	27181157	27185232
HOXA13	ENSG00000106031	chr7	27200091	-	protein_coding	27193503	27200091
EVX1	ENSG00000106038	chr7	27242700	+	protein_coding	27242700	27250493
JAZF1	ENSG00000153814	chr7	28180992	-	protein_coding	27830573	28180992
CREB5	ENSG00000146592	chr7	28299321	+	protein_coding	28299321	28825894
NEUROD6	ENSG00000164600	chr7	31340726	-	protein_coding	31337465	31340726
TBX20	ENSG00000164532	chr7	35254100	-	protein_coding	35202430	35254100
POU6F2	ENSG00000106536	chr7	38977909	+	protein_coding	38977909	39493095
GLI3	ENSG00000106571	chr7	42264265	-	protein_coding	41960949	42264265
AEBP1	ENSG00000106624	chr7	44104295	+	protein_coding	44104295	44114565
PURB	ENSG00000146676	chr7	44885530	-	protein_coding	44876299	44885530
IKZF1	ENSG00000185811	chr7	50303412	+	protein_coding	50303412	50405101
ZNF713	ENSG00000178665	chr7	55887456	+	protein_coding	55887456	55942530
ZNF479	ENSG00000185177	chr7	57139864	-	protein_coding	57117676	57139864
ZNF716	ENSG00000182111	chr7	57450177	+	protein_coding	57450177	57473559
ZNF727	ENSG00000214652	chr7	64045429	+	protein_coding	64045429	64114556
ZNF735	ENSG00000223614	chr7	64207203	+	protein_coding	64207203	64220290
ZNF679	ENSG00000197123	chr7	64228474	+	protein_coding	64228474	64266931
ZNF736	ENSG00000234444	chr7	64307459	+	protein_coding	64307459	64356634
ZNF680	ENSG00000173041	chr7	64563078	-	protein_coding	64519878	64563078
ZNF107	ENSG00000196247	chr7	64666099	+	protein_coding	64666099	64711577
ZNF138	ENSG00000197008	chr7	64794388	+	protein_coding	64794388	64833681
ZNF273	ENSG00000198039	chr7	64870172	+	protein_coding	64870172	64930981
ZNF117	ENSG00000152926	chr7	65006687	-	protein_coding	64970663	65006687
ZNF92	ENSG00000146757	chr7	65373799	+	protein_coding	65373799	65401136
MLXIPL	ENSG00000009950	chr7	73624568	-	protein_coding	73593194	73624568
GTF2IRD1	ENSG00000006704	chr7	74452463	+	protein_coding	74452463	74602619
GTF2I	ENSG00000263001	chr7	74650231	+	protein_coding	74650231	74760706
GTF2IRD2	ENSG00000196275	chr7	74851611	-	protein_coding	74796144	74851611
GTF2IRD2B	ENSG00000174428	chr7	75092396	+	protein_coding	75092396	75149818
DMTF1	ENSG00000135164	chr7	87152409	+	protein_coding	87152409	87196337
ZNF804B	ENSG00000182348	chr7	88759700	+	protein_coding	88759700	89338528
MTERF1	ENSG00000127989	chr7	91880727	-	protein_coding	91692008	91880727
DLX6	ENSG00000006377	chr7	97005553	+	protein_coding	97005553	97011040
DLX5	ENSG00000105880	chr7	97024950	-	protein_coding	97020396	97024950
BHLHA15	ENSG00000180535	chr7	98211439	+	protein_coding	98211439	98215457
ZNF789	ENSG00000198556	chr7	99472832	+	protein_coding	99472832	99503650
ZKSCAN5	ENSG00000196652	chr7	99500398	+	protein_coding	99500398	99535360
ZNF394	ENSG00000160908	chr7	99504918	-	protein_coding	99473877	99504918
ZNF655	ENSG00000197343	chr7	99558406	+	protein_coding	99558406	99576453
ZSCAN25	ENSG00000197037	chr7	99616623	+	protein_coding	99616623	99632408
ZKSCAN1	ENSG00000106261	chr7	100015570	+	protein_coding	100015570	100041689
ZSCAN21	ENSG00000166529	chr7	100049772	+	protein_coding	100049772	100065044
ZNF3	ENSG00000166526	chr7	100082703	-	protein_coding	100064033	100082703
CUX1	ENSG00000257923	chr7	101815904	+	protein_coding	101815904	102283958
NFE4	ENSG00000230257	chr7	102973354	+	lncRNA	102973354	102988856
HBP1	ENSG00000105856	chr7	107168961	+	protein_coding	107168961	107202529
THAP5	ENSG00000177683	chr7	108569750	-	protein_coding	108554543	108569750
ZNF277	ENSG00000198839	chr7	112206695	+	protein_coding	112206695	112356519
FOXP2	ENSG00000128573	chr7	114086317	+	protein_coding	114086317	114693772
TFEC	ENSG00000105967	chr7	116159896	-	protein_coding	115935148	116159896
FEZF1	ENSG00000128610	chr7	122310691	-	protein_coding	122301303	122310691
ZNF800	ENSG00000048405	chr7	127431924	-	protein_coding	127346790	127431924
PAX4	ENSG00000106331	chr7	127618142	-	protein_coding	127610292	127618142
IRF5	ENSG00000128604	chr7	128933429	+	protein_coding	128933429	128950038
NRF1	ENSG00000106459	chr7	129611699	+	protein_coding	129611699	129757082
KLF14	ENSG00000266265	chr7	130734207	-	protein_coding	130730697	130734207
CHCHD3	ENSG00000106554	chr7	133082250	-	protein_coding	132784449	133082250
CREB3L2	ENSG00000182158	chr7	138002086	-	protein_coding	137874979	138002086
NOBOX	ENSG00000106410	chr7	144410227	-	protein_coding	144396895	144410227
ZNF786	ENSG00000197362	chr7	149090782	-	protein_coding	149069641	149090782
ZNF425	ENSG00000204947	chr7	149126338	-	protein_coding	149102784	149126338
ZNF398	ENSG00000197024	chr7	149126416	+	protein_coding	149126416	149183042
ZNF282	ENSG00000170265	chr7	149195546	+	protein_coding	149195546	149226243
ZNF212	ENSG00000170260	chr7	149239651	+	protein_coding	149239651	149255956
ZNF783	ENSG00000204946	chr7	149262171	+	protein_coding	149262171	149297302
ZNF777	ENSG00000196453	chr7	149461062	-	protein_coding	149431363	149461062
ZNF746	ENSG00000181220	chr7	149497817	-	protein_coding	149472696	149497817
ZNF467	ENSG00000181444	chr7	149776519	-	protein_coding	149764175	149776519
REPIN1	ENSG00000214022	chr7	150368071	+	protein_coding	150368071	150374045
ZNF775	ENSG00000196456	chr7	150368790	+	protein_coding	150368790	150398634
GBX1	ENSG00000164900	chr7	151174745	-	protein_coding	151148009	151174745
EN2	ENSG00000164778	chr7	155458129	+	protein_coding	155458129	155464831
MNX1	ENSG00000130675	chr7	157010663	-	protein_coding	156994051	157010663
ZNF596	ENSG00000172748	chr8	232137	+	protein_coding	232137	264703
ZNF705G	ENSG00000215372	chr8	7385558	-	protein_coding	7355517	7385558
ZNF705B	ENSG00000215356	chr8	7926337	+	protein_coding	7926337	7952413
SOX7	ENSG00000171056	chr8	10730511	-	protein_coding	10723768	10730511
